Mobile Page,Mobile Name,Price,Company Name,Mobile Image,Mobile Rate
https://jumia.com.eg/realme-11-pro-dual-sim-5g-12gb-ram-512gb-oasis-green-52126530.html,"realme 11 Pro+ Dual SIM 5G, 12GB RAM, 512GB - Oasis Green",23849.0,realme,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/562125/1.jpg?6503,5.0
https://jumia.com.eg/honor-x9b-5g-12gb-ram-256gb-midnight-black-61293276.html,Honor X9b 5G 12GB RAM 256GB - Midnight Black,23848.0,Honor,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/239216/1.jpg?4868,0
https://jumia.com.eg/honor-x9b-5g-12gb-ram-256gb-emerald-green-61293277.html,Honor X9b 5G 12GB RAM 256GB - Emerald Green,23848.0,Honor,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/239216/1.jpg?4872,0
https://jumia.com.eg/samsung-galaxy-a55-5g-6.6-inch-8gb256gb-dual-sim-mobile-phone-awesome-lemon-86679340.html,Samsung Galaxy A55 5G - 6.6-inch 8GB/256GB Dual Sim - Mobile Phone - Awesome Lemon,23799.0,Samsung,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/397668/1.jpg?8764,0
https://jumia.com.eg/samsung-galaxy-a55-5g-6.6-inch-8gb256gb-dual-sim-mobile-phone-awesome-iceblue-86679338.html,Samsung Galaxy A55 5G - 6.6-inch 8GB/256GB Dual Sim - Mobile Phone - Awesome Iceblue,23799.0,Samsung,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/397668/1.jpg?8764,0
https://jumia.com.eg/samsung-galaxy-a55-5g-6.6-inch-8gb256gb-dual-sim-mobile-phone-awesome-lilac-86679335.html,Samsung Galaxy A55 5G - 6.6-inch 8GB/256GB Dual Sim - Mobile Phone - Awesome Lilac,23799.0,Samsung,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/397668/1.jpg?8764,0
https://jumia.com.eg/samsung-galaxy-a55-5g-6.6-inch-8gb256gb-dual-sim-mobile-phone-awesome-navy-86679336.html,Samsung Galaxy A55 5G - 6.6-inch 8GB/256GB Dual Sim - Mobile Phone - Awesome Navy,23799.0,Samsung,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/397668/1.jpg?8764,0
https://jumia.com.eg/mi-redmi-note13-pro-plus-6.67-inch-12gb512gb-dual-sim-5g-mobile-phone-mystic-silver-81413105.html,Mi Redmi Note13 Pro Plus - 6.67-inch 12GB/512GB Dual Sim 5G Mobile Phone - Mystic Silver,22799.0,Mi,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/131418/1.jpg?9599,0
https://jumia.com.eg/samsung-galaxy-a55-5g-6.6-inch-8gb128gb-dual-sim-mobile-phone-awesome-iceblue-85005495.html,Samsung Galaxy A55 5G - 6.6-inch 8GB/128GB Dual Sim - Mobile Phone - Awesome Iceblue,21799.0,Samsung,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/450058/1.jpg?5889,0
https://jumia.com.eg/samsung-galaxy-a55-5g-6.6-inch-8gb128gb-dual-sim-mobile-phone-awesome-lemon-86679333.html,Samsung Galaxy A55 5G - 6.6-inch 8GB/128GB Dual Sim - Mobile Phone - Awesome Lemon,21799.0,Samsung,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/397668/1.jpg?8765,0
https://jumia.com.eg/samsung-galaxy-a55-5g-6.6-inch-8gb128gb-dual-sim-mobile-phone-awesome-navy-86679331.html,Samsung Galaxy A55 5G - 6.6-inch 8GB/128GB Dual Sim - Mobile Phone - Awesome Navy,21799.0,Samsung,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/397668/1.jpg?8764,0
